Length	GC
ENSGALG00000019648	272	0.492647058823529
ENSGALG00000019651	2289	0.379204892966361
ENSGALG00000019657	706	0.46600566572238
ENSGALG00000019662	1198	0.429883138564274
ENSGALG00000019663	1026	0.53411306042885
ENSGALG00000019667	3708	0.39428263214671
ENSGALG00000019672	693	0.396825396825397
ENSGALG00000019679	584	0.51027397260274
ENSGALG00000019685	471	0.452229299363057
ENSGALG00000019690	1532	0.580287206266319
ENSGALG00000019696	502	0.647410358565737
ENSGALG00000019702	1399	0.443173695496783
ENSGALG00000019710	2394	0.646198830409357
ENSGALG00000019711	1602	0.662297128589263
ENSGALG00000019713	3293	0.528697236562405
ENSGALG00000019715	1575	0.521904761904762
ENSGALG00000019716	1709	0.469865418373318
ENSGALG00000019718	1623	0.535428219346888
ENSGALG00000019719	1606	0.539227895392279
ENSGALG00000019736	1455	0.551890034364261
ENSGALG00000019738	1362	0.488252569750367
ENSGALG00000019741	1177	0.548003398470688
ENSGALG00000019751	4793	0.578969330273315
ENSGALG00000019755	465	0.576344086021505
ENSGALG00000019756	1105	0.401809954751131
ENSGALG00000019757	1521	0.548323471400395
ENSGALG00000019759	1676	0.568615751789976
ENSGALG00000019761	2133	0.518049695264885
ENSGALG00000019768	3052	0.528505897771953
ENSGALG00000019789	1374	0.491994177583697
ENSGALG00000019793	431	0.610208816705336
ENSGALG00000019794	1778	0.587176602924634
ENSGALG00000019795	754	0.529177718832891
ENSGALG00000019796	1225	0.554285714285714
ENSGALG00000019797	1629	0.590546347452425
ENSGALG00000019802	372	0.661290322580645
ENSGALG00000019804	604	0.587748344370861
ENSGALG00000019805	537	0.562383612662942
ENSGALG00000019806	778	0.511568123393316
ENSGALG00000019824	606	0.559405940594059
ENSGALG00000019831	948	0.64873417721519
ENSGALG00000019835	3214	0.574362165525825
ENSGALG00000019836	1697	0.614614024749558
ENSGALG00000019837	1466	0.670532060027285
ENSGALG00000019839	333	0.525525525525526
ENSGALG00000019842	1359	0.509933774834437
ENSGALG00000019843	656	0.501524390243902
ENSGALG00000019844	790	0.436708860759494
ENSGALG00000019845	685	0.464233576642336
ENSGALG00000019846	652	0.47239263803681
ENSGALG00000019847	500	0.524
ENSGALG00000019848	270	0.585185185185185
ENSGALG00000019852	340	0.605882352941176
ENSGALG00000019859	527	0.529411764705882
ENSGALG00000019861	2524	0.513074484944532
ENSGALG00000019862	786	0.553435114503817
ENSGALG00000019864	826	0.610169491525424
ENSGALG00000019866	850	0.481176470588235
ENSGALG00000019867	3129	0.473953339725152
ENSGALG00000019873	1014	0.538461538461538
ENSGALG00000019891	4732	0.410185967878276
ENSGALG00000019894	999	0.44044044044044
ENSGALG00000019896	1254	0.430622009569378
ENSGALG00000019913	757	0.491413474240423
ENSGALG00000019917	1552	0.489046391752577
ENSGALG00000019921	1042	0.559500959692898
ENSGALG00000019932	2730	0.453113553113553
ENSGALG00000019934	748	0.447860962566845
ENSGALG00000019941	354	0.511299435028249
ENSGALG00000019943	659	0.543247344461305
ENSGALG00000019958	1170	0.404273504273504
ENSGALG00000019961	1949	0.450487429451001
ENSGALG00000019967	1827	0.417077175697865
ENSGALG00000019976	519	0.520231213872832
ENSGALG00000019979	927	0.494066882416397
ENSGALG00000019987	2300	0.470869565217391
ENSGALG00000020002	1841	0.487778381314503
ENSGALG00000020003	5448	0.453010279001468
ENSGALG00000020005	1167	0.461868037703513
ENSGALG00000020009	612	0.647058823529412
ENSGALG00000020022	816	0.454656862745098
ENSGALG00000020032	654	0.478593272171254
ENSGALG00000020033	162	0.469135802469136
ENSGALG00000020049	903	0.482834994462901
ENSGALG00000020057	829	0.462002412545235
ENSGALG00000020067	1153	0.477016478751084
ENSGALG00000020077	3188	0.402132998745295
ENSGALG00000020078	713	0.49929873772791
ENSGALG00000020084	4880	0.483401639344262
ENSGALG00000020092	4503	0.443037974683544
ENSGALG00000020103	657	0.351598173515982
ENSGALG00000020108	984	0.546747967479675
ENSGALG00000020109	798	0.49749373433584
ENSGALG00000020139	2844	0.39873417721519
ENSGALG00000020143	2110	0.466350710900474
ENSGALG00000020151	1110	0.528828828828829
ENSGALG00000020160	2747	0.533673097925009
ENSGALG00000020164	582	0.508591065292096
ENSGALG00000020180	5086	0.384978372001573
ENSGALG00000020182	634	0.465299684542587
ENSGALG00000020185	4169	0.52938354521468
ENSGALG00000020186	575	0.546086956521739
ENSGALG00000020193	532	0.575187969924812
ENSGALG00000020194	347	0.567723342939481
ENSGALG00000020195	1677	0.604651162790698
ENSGALG00000020199	4569	0.353469030422412
ENSGALG00000020201	6615	0.343159486016629
ENSGALG00000020210	1038	0.430635838150289
ENSGALG00000020233	830	0.531325301204819
ENSGALG00000020249	7363	0.43351894608176
ENSGALG00000020251	3408	0.423415492957746
ENSGALG00000020253	1236	0.416666666666667
ENSGALG00000020260	2449	0.4467129440588
ENSGALG00000020261	1146	0.459860383944154
ENSGALG00000020262	1395	0.479569892473118
ENSGALG00000020271	480	0.647916666666667
ENSGALG00000020283	1295	0.530501930501931
ENSGALG00000020286	702	0.45014245014245
ENSGALG00000020292	2827	0.503714184648037
ENSGALG00000020298	1064	0.56109022556391
ENSGALG00000020303	347	0.54178674351585
ENSGALG00000020312	353	0.498583569405099
ENSGALG00000020316	1493	0.533824514400536
ENSGALG00000020320	720	0.576388888888889
ENSGALG00000020322	1548	0.51421188630491
ENSGALG00000020323	749	0.600801068090788
ENSGALG00000020326	1103	0.489573889392566
ENSGALG00000020329	1149	0.642297650130548
ENSGALG00000020330	1447	0.552176917760885
ENSGALG00000020331	1155	0.542857142857143
ENSGALG00000020332	792	0.555555555555556
ENSGALG00000020340	382	0.43717277486911
ENSGALG00000020342	1086	0.630755064456722
ENSGALG00000020349	2917	0.56359273225917
ENSGALG00000020358	3165	0.428120063191153
ENSGALG00000020359	1650	0.646666666666667
ENSGALG00000020376	596	0.488255033557047
ENSGALG00000020380	1053	0.444444444444444
ENSGALG00000020386	1077	0.414113277623027
ENSGALG00000020388	1293	0.377416860015468
ENSGALG00000020389	1265	0.406324110671937
ENSGALG00000020390	1559	0.431686978832585
ENSGALG00000020391	1273	0.351924587588374
ENSGALG00000020392	474	0.569620253164557
ENSGALG00000020402	690	0.507246376811594
ENSGALG00000020410	1741	0.530155083285468
ENSGALG00000020411	357	0.456582633053221
ENSGALG00000020415	846	0.50354609929078
ENSGALG00000020417	561	0.586452762923351
ENSGALG00000020419	849	0.67020023557126
ENSGALG00000020423	930	0.620430107526882
ENSGALG00000020438	3767	0.392089195646403
ENSGALG00000020449	554	0.474729241877256
ENSGALG00000020454	1806	0.636766334440753
ENSGALG00000020458	2721	0.44542447629548
ENSGALG00000020459	2330	0.447210300429185
ENSGALG00000020463	1016	0.543307086614173
ENSGALG00000020471	496	0.471774193548387
ENSGALG00000020479	3149	0.631946649730073
ENSGALG00000020482	1352	0.613905325443787
ENSGALG00000020485	2035	0.434889434889435
ENSGALG00000020486	1988	0.448189134808853
ENSGALG00000020488	3333	0.437743774377438
ENSGALG00000020492	8181	0.462535142403129
ENSGALG00000020497	1589	0.566393958464443
ENSGALG00000020505	2165	0.556120092378753
ENSGALG00000020510	697	0.470588235294118
ENSGALG00000020513	1239	0.590799031476998
ENSGALG00000020514	1605	0.634267912772586
ENSGALG00000020515	804	0.548507462686567
ENSGALG00000020517	1050	0.575238095238095
ENSGALG00000020522	3802	0.586533403471857
ENSGALG00000020523	2886	0.462577962577963
ENSGALG00000020528	1117	0.425246195165622
ENSGALG00000020534	3015	0.459701492537313
ENSGALG00000020538	3356	0.463349225268176
ENSGALG00000020554	10580	0.45586011342155
ENSGALG00000020557	4300	0.400697674418605
ENSGALG00000020558	670	0.434328358208955
ENSGALG00000020561	11699	0.405675698777673
ENSGALG00000020569	2160	0.429166666666667
ENSGALG00000020575	2181	0.590554791380101
ENSGALG00000020578	526	0.614068441064639
ENSGALG00000020582	1117	0.601611459265891
ENSGALG00000020590	1744	0.596330275229358
ENSGALG00000020592	797	0.607277289836888
ENSGALG00000020593	363	0.523415977961432
ENSGALG00000020600	1351	0.588452997779423
ENSGALG00000020609	642	0.493769470404984
ENSGALG00000020614	1783	0.4385866517106
ENSGALG00000020615	1405	0.550177935943061
ENSGALG00000020616	459	0.522875816993464
ENSGALG00000020625	288	0.46875
ENSGALG00000020626	1795	0.451810584958217
ENSGALG00000020627	669	0.647234678624813
ENSGALG00000020647	1165	0.56480686695279
ENSGALG00000020649	1135	0.448458149779736
ENSGALG00000020656	1059	0.491029272898961
ENSGALG00000020661	462	0.484848484848485
ENSGALG00000020676	891	0.421997755331089
ENSGALG00000020679	4498	0.443308136949755
ENSGALG00000020688	3062	0.503919007184847
ENSGALG00000020700	1223	0.547015535568275
ENSGALG00000020703	4279	0.355223182986679
ENSGALG00000020707	226	0.451327433628319
ENSGALG00000020716	1303	0.564082885648504
ENSGALG00000020719	3421	0.566501023092663
ENSGALG00000020723	534	0.691011235955056
ENSGALG00000020725	1507	0.543463835434638
ENSGALG00000020726	2953	0.651879444632577
ENSGALG00000020729	1029	0.546161321671526
ENSGALG00000020736	723	0.441217150760719
ENSGALG00000020737	1695	0.515634218289086
ENSGALG00000020738	1672	0.45933014354067
ENSGALG00000020741	2367	0.655259822560203
ENSGALG00000020742	4473	0.64989939637827
ENSGALG00000020745	2168	0.566881918819188
ENSGALG00000020746	548	0.582116788321168
ENSGALG00000020747	1315	0.611406844106464
ENSGALG00000020753	750	0.570666666666667
ENSGALG00000020754	975	0.592820512820513
ENSGALG00000020755	592	0.449324324324324
ENSGALG00000020768	1293	0.712296983758701
ENSGALG00000020772	6111	0.482899689085256
ENSGALG00000020775	2191	0.427658603377453
ENSGALG00000020778	692	0.507225433526012
ENSGALG00000020779	816	0.508578431372549
ENSGALG00000020781	592	0.444256756756757
ENSGALG00000020788	6221	0.393666613084713
ENSGALG00000020791	2805	0.441711229946524
ENSGALG00000020793	3105	0.3829307568438
ENSGALG00000020794	1036	0.620656370656371
ENSGALG00000020796	510	0.574509803921569
ENSGALG00000020805	2571	0.423959548813691
ENSGALG00000020813	3188	0.484629861982434
ENSGALG00000020819	2688	0.55171130952381
ENSGALG00000020827	4586	0.463148713475796
ENSGALG00000020836	1257	0.512330946698488
ENSGALG00000020840	852	0.421361502347418
ENSGALG00000020842	646	0.489164086687306
ENSGALG00000020869	2200	0.455454545454545
ENSGALG00000020873	482	0.462655601659751
ENSGALG00000020876	4593	0.430655345090355
ENSGALG00000020877	696	0.482758620689655
ENSGALG00000020878	1914	0.517763845350052
ENSGALG00000020879	1137	0.432717678100264
ENSGALG00000020883	1064	0.357142857142857
ENSGALG00000020884	1076	0.402416356877323
ENSGALG00000020893	1800	0.47
ENSGALG00000020895	3457	0.420885160543824
ENSGALG00000020899	1471	0.508497620666214
ENSGALG00000020905	2802	0.597073518915061
ENSGALG00000020906	1584	0.650252525252525
ENSGALG00000020911	381	0.559055118110236
ENSGALG00000020921	1143	0.469816272965879
ENSGALG00000020922	2028	0.430966469428008
ENSGALG00000020923	1955	0.659846547314578
ENSGALG00000020926	1002	0.511976047904192
ENSGALG00000020927	910	0.478021978021978
ENSGALG00000020929	381	0.482939632545932
ENSGALG00000020939	1610	0.52111801242236
ENSGALG00000020943	4267	0.63627841574877
ENSGALG00000020956	4593	0.612671456564337
ENSGALG00000020972	687	0.615720524017467
ENSGALG00000020973	1016	0.520669291338583
ENSGALG00000020975	640	0.421875
ENSGALG00000020976	696	0.502873563218391
ENSGALG00000020982	1449	0.605244996549344
ENSGALG00000020984	480	0.65625
ENSGALG00000020985	661	0.521936459909228
ENSGALG00000020986	1008	0.461309523809524
ENSGALG00000020987	1564	0.452685421994885
ENSGALG00000020989	484	0.537190082644628
ENSGALG00000020995	704	0.566761363636364
ENSGALG00000020997	1770	0.714124293785311
ENSGALG00000020999	614	0.53257328990228
ENSGALG00000021002	963	0.510903426791277
ENSGALG00000021004	409	0.430317848410758
ENSGALG00000021009	918	0.683006535947712
ENSGALG00000021017	933	0.580921757770632
ENSGALG00000021020	1128	0.560283687943262
ENSGALG00000021021	579	0.621761658031088
ENSGALG00000021024	1598	0.501877346683354
ENSGALG00000021025	1587	0.638941398865784
ENSGALG00000021026	477	0.553459119496855
ENSGALG00000021027	2062	0.565955383123181
ENSGALG00000021028	201	0.412935323383085
ENSGALG00000021031	1095	0.473972602739726
ENSGALG00000021034	3593	0.452268299471194
ENSGALG00000021038	711	0.513361462728551
ENSGALG00000021039	6625	0.460528301886792
ENSGALG00000021040	2503	0.556931681981622
ENSGALG00000021041	3086	0.492871030460143
ENSGALG00000021043	2502	0.584732214228617
ENSGALG00000021047	2237	0.421546714349575
ENSGALG00000021049	945	0.464550264550265
ENSGALG00000021057	492	0.522357723577236
ENSGALG00000021066	2100	0.566190476190476
ENSGALG00000021074	1889	0.678665960825834
ENSGALG00000021079	636	0.60377358490566
ENSGALG00000021087	5009	0.449391096027151
ENSGALG00000021092	1680	0.496428571428571
ENSGALG00000021101	885	0.48135593220339
ENSGALG00000021104	6788	0.491897466116677
ENSGALG00000021106	425	0.635294117647059
ENSGALG00000021113	417	0.484412470023981
ENSGALG00000021117	2187	0.374028349336991
ENSGALG00000021121	708	0.442090395480226
ENSGALG00000021126	1496	0.481951871657754
ENSGALG00000021128	1814	0.628445424476295
ENSGALG00000021135	1810	0.624309392265193
ENSGALG00000021136	588	0.569727891156463
ENSGALG00000021139	898	0.596881959910913
ENSGALG00000021142	315	0.533333333333333
ENSGALG00000021143	1877	0.409163558870538
ENSGALG00000021144	664	0.45933734939759
ENSGALG00000021157	837	0.497013142174432
ENSGALG00000021158	1791	0.402010050251256
ENSGALG00000021163	879	0.366325369738339
ENSGALG00000021171	3834	0.544861763171622
ENSGALG00000021174	1845	0.511111111111111
ENSGALG00000021180	1140	0.689473684210526
ENSGALG00000021181	1259	0.598888006354249
ENSGALG00000021183	2196	0.413934426229508
ENSGALG00000021193	1895	0.459630606860158
ENSGALG00000021198	1815	0.557575757575758
ENSGALG00000021211	1620	0.601234567901235
ENSGALG00000021212	838	0.599045346062053
ENSGALG00000021213	1326	0.389894419306184
ENSGALG00000021220	813	0.527675276752767
ENSGALG00000021225	885	0.442937853107345
ENSGALG00000021226	1017	0.43952802359882
ENSGALG00000021230	2088	0.481800766283525
ENSGALG00000021231	2091	0.505021520803443
ENSGALG00000021232	2124	0.463747645951036
ENSGALG00000021235	1125	0.405333333333333
ENSGALG00000021238	1603	0.490330630068621
ENSGALG00000021240	1068	0.467228464419476
ENSGALG00000021242	762	0.635170603674541
ENSGALG00000021244	354	0.468926553672316
ENSGALG00000021247	1692	0.426713947990544
ENSGALG00000021251	3370	0.425816023738872
ENSGALG00000021253	688	0.501453488372093
ENSGALG00000021260	700	0.475714285714286
ENSGALG00000021261	342	0.453216374269006
ENSGALG00000021262	1153	0.514310494362533
ENSGALG00000021271	1855	0.442048517520216
ENSGALG00000021272	981	0.613659531090724
ENSGALG00000021273	1404	0.618233618233618
ENSGALG00000021274	1725	0.540869565217391
ENSGALG00000021275	453	0.65121412803532
ENSGALG00000021282	564	0.528368794326241
ENSGALG00000021283	486	0.452674897119342
ENSGALG00000021285	960	0.58125
ENSGALG00000021286	381	0.459317585301837
ENSGALG00000021295	631	0.437400950871632
ENSGALG00000021301	1689	0.627590290112493
ENSGALG00000021303	1158	0.525906735751295
ENSGALG00000021304	2596	0.389060092449923
ENSGALG00000021313	3988	0.561935807422267
ENSGALG00000021314	882	0.494331065759637
ENSGALG00000021316	4573	0.429914716816094
ENSGALG00000021318	381	0.438320209973753
ENSGALG00000021321	708	0.535310734463277
ENSGALG00000021324	1002	0.536926147704591
ENSGALG00000021325	1452	0.451790633608815
ENSGALG00000021327	839	0.585220500595948
ENSGALG00000021334	1410	0.649645390070922
ENSGALG00000021340	1201	0.608659450457952
ENSGALG00000021341	2325	0.534193548387097
ENSGALG00000021344	3322	0.503612281757977
ENSGALG00000021345	1248	0.486378205128205
ENSGALG00000021346	624	0.568910256410256
ENSGALG00000021350	2494	0.611467522052927
ENSGALG00000021353	945	0.59047619047619
ENSGALG00000021355	2480	0.5375
ENSGALG00000021357	710	0.63943661971831
ENSGALG00000021362	2228	0.649910233393178
ENSGALG00000021364	895	0.610055865921788
ENSGALG00000021365	922	0.495661605206074
ENSGALG00000021375	760	0.465789473684211
ENSGALG00000021378	1555	0.4508038585209
ENSGALG00000021386	473	0.581395348837209
ENSGALG00000021395	4606	0.497394702561876
ENSGALG00000021397	1251	0.468425259792166
ENSGALG00000021399	8235	0.494353369763206
ENSGALG00000021404	1290	0.693023255813954
ENSGALG00000021405	596	0.491610738255034
ENSGALG00000021416	1029	0.519922254616132
ENSGALG00000021429	579	0.632124352331606
ENSGALG00000021437	680	0.575
ENSGALG00000021439	6181	0.441028959715256
ENSGALG00000021440	1478	0.578484438430311
ENSGALG00000021442	4346	0.636447307869305
ENSGALG00000021443	1308	0.571865443425077
ENSGALG00000021444	1395	0.572759856630824
ENSGALG00000021448	3684	0.677252985884908
ENSGALG00000021450	1655	0.572809667673716
ENSGALG00000021451	945	0.564021164021164
ENSGALG00000021452	762	0.463254593175853
ENSGALG00000021455	1390	0.399280575539568
ENSGALG00000021457	624	0.40224358974359
ENSGALG00000021461	960	0.41875
ENSGALG00000021471	555	0.637837837837838
ENSGALG00000021472	1650	0.666666666666667
ENSGALG00000021473	780	0.488461538461538
ENSGALG00000021475	3745	0.55086782376502
ENSGALG00000021479	427	0.503512880562061
ENSGALG00000021487	9315	0.370477724100913
ENSGALG00000021490	2232	0.616487455197133
ENSGALG00000021491	3048	0.560367454068242
ENSGALG00000021494	598	0.494983277591973
ENSGALG00000021496	276	0.492753623188406
ENSGALG00000021511	8667	0.552094150224991
ENSGALG00000021512	912	0.387061403508772
ENSGALG00000021517	460	0.521739130434783
ENSGALG00000021520	1078	0.560296846011132
ENSGALG00000021525	1269	0.653270291568164
ENSGALG00000021526	1235	0.491497975708502
ENSGALG00000021529	1498	0.530707610146863
ENSGALG00000021539	2395	0.503966597077244
ENSGALG00000021541	2559	0.586557248925361
ENSGALG00000021542	831	0.647412755716005
ENSGALG00000021552	627	0.644338118022329
ENSGALG00000021553	945	0.514285714285714
ENSGALG00000021559	1398	0.69241773962804
ENSGALG00000021561	648	0.574074074074074
ENSGALG00000021567	5324	0.572501878287002
ENSGALG00000021568	827	0.574365175332527
ENSGALG00000021569	1183	0.601014370245139
ENSGALG00000021570	1266	0.4739336492891
ENSGALG00000021572	3978	0.600301659125189
ENSGALG00000021573	4035	0.542503097893432
ENSGALG00000021589	1350	0.601481481481482
ENSGALG00000021592	1573	0.559440559440559
ENSGALG00000021593	957	0.689655172413793
ENSGALG00000021598	1176	0.517006802721088
ENSGALG00000021601	2736	0.449195906432749
ENSGALG00000021609	665	0.616541353383459
ENSGALG00000021610	1008	0.56547619047619
ENSGALG00000021611	3768	0.406316348195329
ENSGALG00000021615	296	0.594594594594595
ENSGALG00000021616	1964	0.660386965376782
ENSGALG00000021619	1946	0.603288797533402
ENSGALG00000021620	1065	0.661971830985915
ENSGALG00000021621	540	0.583333333333333
ENSGALG00000021622	1503	0.510978043912176
ENSGALG00000021626	284	0.408450704225352
ENSGALG00000021627	489	0.644171779141104
ENSGALG00000021631	4340	0.478571428571429
ENSGALG00000021634	2349	0.673478075776926
ENSGALG00000021636	1249	0.597277822257806
ENSGALG00000021637	2182	0.586617781851512
ENSGALG00000021644	351	0.521367521367521
ENSGALG00000021645	671	0.678092399403875
ENSGALG00000021647	597	0.653266331658292
ENSGALG00000021653	1566	0.405491698595147
ENSGALG00000021654	4077	0.551140544518028
ENSGALG00000021655	759	0.487483530961792
ENSGALG00000021656	2974	0.497310020174849
ENSGALG00000021658	1407	0.598436389481166
ENSGALG00000021665	5512	0.463715529753266
ENSGALG00000021666	728	0.600274725274725
ENSGALG00000021676	1710	0.462573099415205
ENSGALG00000021679	1127	0.54924578527063
ENSGALG00000021682	744	0.532258064516129
ENSGALG00000021683	1662	0.382671480144404
ENSGALG00000021685	1826	0.593647316538883
ENSGALG00000021686	598	0.667224080267559
ENSGALG00000021688	515	0.640776699029126
ENSGALG00000021692	511	0.614481409001957
ENSGALG00000021693	696	0.67816091954023
ENSGALG00000021694	4481	0.601874581566615
ENSGALG00000021696	1479	0.590939824205544
ENSGALG00000021697	2368	0.503378378378378
ENSGALG00000021702	966	0.630434782608696
ENSGALG00000021706	722	0.516620498614958
ENSGALG00000021710	882	0.425170068027211
ENSGALG00000021714	1986	0.561430010070493
ENSGALG00000021716	76	0.355263157894737
ENSGALG00000021717	165	0.412121212121212
ENSGALG00000021718	68	0.367647058823529
ENSGALG00000021719	297	0.471380471380471
ENSGALG00000021720	69	0.36231884057971
ENSGALG00000021721	69	0.478260869565217
ENSGALG00000021722	88	0.397727272727273
ENSGALG00000021723	98	0.469387755102041
ENSGALG00000021724	90	0.422222222222222
ENSGALG00000021725	85	0.435294117647059
ENSGALG00000021726	89	0.438202247191011
ENSGALG00000021727	87	0.425287356321839
ENSGALG00000021728	86	0.546511627906977
ENSGALG00000021729	83	0.530120481927711
ENSGALG00000021730	104	0.461538461538462
ENSGALG00000021731	110	0.427272727272727
ENSGALG00000021732	73	0.493150684931507
ENSGALG00000021733	97	0.45360824742268
ENSGALG00000021734	93	0.473118279569892
ENSGALG00000021736	73	0.36986301369863
ENSGALG00000021737	96	0.427083333333333
ENSGALG00000021738	75	0.413333333333333
ENSGALG00000021743	132	0.393939393939394
ENSGALG00000021748	92	0.532608695652174
ENSGALG00000021750	68	0.338235294117647
ENSGALG00000021758	77	0.415584415584416
ENSGALG00000021762	67	0.358208955223881
ENSGALG00000021766	91	0.549450549450549
ENSGALG00000021770	86	0.511627906976744
ENSGALG00000021771	72	0.361111111111111
ENSGALG00000021772	89	0.426966292134831
ENSGALG00000021773	65	0.492307692307692
ENSGALG00000021774	91	0.373626373626374
ENSGALG00000021775	94	0.468085106382979
ENSGALG00000021776	69	0.420289855072464
ENSGALG00000021777	74	0.635135135135135
ENSGALG00000021778	84	0.452380952380952
ENSGALG00000021779	69	0.231884057971014
ENSGALG00000021782	105	0.476190476190476
ENSGALG00000021783	65	0.615384615384615
ENSGALG00000021785	113	0.566371681415929
ENSGALG00000021786	90	0.477777777777778
ENSGALG00000021788	82	0.548780487804878
ENSGALG00000021791	85	0.505882352941176
ENSGALG00000021792	89	0.415730337078652
ENSGALG00000021798	90	0.433333333333333
ENSGALG00000021800	121	0.413223140495868
ENSGALG00000021802	112	0.464285714285714
ENSGALG00000021806	83	0.373493975903614
ENSGALG00000021810	481	0.407484407484408
ENSGALG00000021812	651	0.425499231950845
ENSGALG00000021819	419	0.510739856801909
ENSGALG00000021822	546	0.525641025641026
ENSGALG00000021824	1091	0.515123739688359
ENSGALG00000021830	716	0.455307262569832
ENSGALG00000021835	1287	0.455322455322455
ENSGALG00000021836	841	0.483947681331748
ENSGALG00000021837	1026	0.52046783625731
ENSGALG00000021838	288	0.548611111111111
ENSGALG00000021842	475	0.513684210526316
ENSGALG00000021843	1030	0.488349514563107
ENSGALG00000021848	903	0.603543743078627
ENSGALG00000021854	431	0.39907192575406
ENSGALG00000021855	3250	0.399692307692308
ENSGALG00000021856	709	0.438645980253879
ENSGALG00000021859	667	0.481259370314843
ENSGALG00000021862	751	0.51930758988016
ENSGALG00000021866	764	0.56151832460733
ENSGALG00000021867	849	0.479387514723204
ENSGALG00000021869	2895	0.440759930915371
ENSGALG00000021872	602	0.393687707641196
ENSGALG00000021874	680	0.555882352941176
ENSGALG00000021875	443	0.54627539503386
ENSGALG00000021879	412	0.463592233009709
ENSGALG00000021882	762	0.5
ENSGALG00000021883	1902	0.482649842271293
ENSGALG00000021884	795	0.679245283018868
ENSGALG00000021891	565	0.483185840707965
ENSGALG00000021894	587	0.514480408858603
ENSGALG00000021897	1341	0.419090231170768
ENSGALG00000021902	911	0.525795828759605
ENSGALG00000021908	116	0.491379310344828
ENSGALG00000021910	70	0.4
ENSGALG00000021931	205	0.585365853658537
ENSGALG00000021935	93	0.516129032258065
ENSGALG00000021938	135	0.459259259259259
ENSGALG00000021949	103	0.388349514563107
ENSGALG00000021951	110	0.372727272727273
ENSGALG00000021952	74	0.391891891891892
ENSGALG00000021972	1283	0.647700701480904
ENSGALG00000021985	915	0.433879781420765
ENSGALG00000021994	1506	0.450199203187251
ENSGALG00000022001	1232	0.642857142857143
ENSGALG00000022008	723	0.598893499308437
ENSGALG00000022019	768	0.709635416666667
ENSGALG00000022026	1150	0.586086956521739
ENSGALG00000022030	981	0.666666666666667
ENSGALG00000022059	1503	0.464404524284764
ENSGALG00000022080	569	0.57469244288225
ENSGALG00000022110	716	0.576815642458101
ENSGALG00000022113	1497	0.588510354041416
ENSGALG00000022133	1497	0.449565798263193
ENSGALG00000022134	645	0.686821705426357
ENSGALG00000022137	684	0.662280701754386
ENSGALG00000022145	861	0.444831591173055
ENSGALG00000022149	1049	0.623450905624404
ENSGALG00000022153	688	0.588662790697674
ENSGALG00000022155	585	0.596581196581197
ENSGALG00000022166	1462	0.680574555403557
ENSGALG00000022172	922	0.546637744034707
ENSGALG00000022174	1020	0.525490196078431
ENSGALG00000022191	480	0.614583333333333
ENSGALG00000022193	651	0.700460829493088
ENSGALG00000022202	415	0.568674698795181
ENSGALG00000022206	2407	0.466140423764022
ENSGALG00000022209	751	0.552596537949401
ENSGALG00000022210	643	0.527216174183515
ENSGALG00000022214	1323	0.6432350718065
ENSGALG00000022234	1518	0.625823451910408
ENSGALG00000022237	831	0.614921780986763
ENSGALG00000022247	606	0.612211221122112
ENSGALG00000022250	376	0.561170212765957
ENSGALG00000022253	801	0.450686641697878
ENSGALG00000022277	1049	0.506196377502383
ENSGALG00000022278	289	0.629757785467128
ENSGALG00000022280	638	0.622257053291536
ENSGALG00000022290	870	0.596551724137931
ENSGALG00000022293	1874	0.588580576307364
ENSGALG00000022295	1286	0.53343701399689
ENSGALG00000022304	1440	0.518055555555556
ENSGALG00000022316	1103	0.56844968268359
ENSGALG00000022324	1008	0.532738095238095
ENSGALG00000022335	730	0.594520547945205
ENSGALG00000022337	1287	0.641802641802642
ENSGALG00000022338	596	0.553691275167785
ENSGALG00000022369	712	0.622191011235955
ENSGALG00000022373	993	0.502517623363545
ENSGALG00000022404	1031	0.573229873908826
ENSGALG00000022430	1110	0.538738738738739
ENSGALG00000022438	543	0.710865561694291
ENSGALG00000022440	405	0.691358024691358
ENSGALG00000022449	715	0.584615384615385
ENSGALG00000022456	530	0.59811320754717
ENSGALG00000022490	1492	0.60254691689008
ENSGALG00000022512	735	0.610884353741497
ENSGALG00000022531	342	0.666666666666667
ENSGALG00000022536	1251	0.679456434852118
ENSGALG00000022539	1648	0.632888349514563
ENSGALG00000022557	645	0.652713178294574
ENSGALG00000022565	1645	0.626139817629179
ENSGALG00000022570	1034	0.552224371373308
ENSGALG00000022582	828	0.609903381642512
ENSGALG00000022586	1278	0.647887323943662
ENSGALG00000022603	3387	0.687629170357248
ENSGALG00000022611	1114	0.35278276481149
ENSGALG00000022613	618	0.611650485436893
ENSGALG00000022619	3897	0.648447523736207
ENSGALG00000022622	930	0.725806451612903
ENSGALG00000022629	1077	0.493964716805942
ENSGALG00000022634	402	0.502487562189055
ENSGALG00000022635	1158	0.639032815198618
ENSGALG00000022641	412	0.677184466019418
ENSGALG00000022644	813	0.505535055350554
ENSGALG00000022647	452	0.460176991150442
ENSGALG00000022648	1112	0.473920863309353
ENSGALG00000022661	551	0.464609800362976
ENSGALG00000022662	315	0.495238095238095
ENSGALG00000022674	445	0.552808988764045
ENSGALG00000022679	458	0.650655021834061
ENSGALG00000022683	570	0.531578947368421
ENSGALG00000022685	443	0.532731376975169
ENSGALG00000022690	1036	0.513513513513513
ENSGALG00000022693	1155	0.67965367965368
